TIEMPO, PRESION, DISTANCIA, TEMPERATURA PLACA SUPERIOR, TEMPERATURA PLACA INFERIOR
01:08.34,0.718475073313783,-0.42,9.76,14.96
01:08.46,0.703812316715543,-0.42,9.3,12.5
01:08.60,0.73802541544477,-0.02,10.22,12.08
01:08.73,0.694037145650049,-0.01,11.61,12.91
01:08.87,0.703812316715543,-0.01,10.69,12.91
01:09.00,0.689149560117302,0.22,11.61,12.08
01:09.13,0.703812316715543,-0.16,10.69,12.5
01:09.25,0.689149560117302,-0.28,9.76,12.5
01:09.39,0.664711632453568,-0.28,11.61,12.91
01:09.51,0.654936461388074,-0.42,10.22,12.08
01:09.65,0.694037145650049,-0.28,11.61,11.67
01:09.78,0.694037145650049,1.13,11.15,11.26
01:09.92,0.713587487781036,0.11,9.76,12.5
01:10.05,0.689149560117302,-0.28,11.61,12.91
01:10.19,0.689149560117302,0.77,9.3,12.5
01:10.32,0.659824046920821,-0.28,10.69,12.5
01:10.45,0.684261974584555,0.11,15.31,12.08
01:10.58,0.708699902248289,0.81,10.22,11.67
01:10.71,0.689149560117302,0.95,9.76,12.5
01:10.84,0.684261974584555,0.81,9.76,12.5
01:10.97,0.659824046920821,0.81,10.22,12.5
01:11.10,0.669599217986315,0.49,12.54,10.85
01:11.23,0.684261974584555,-0.28,12.07,12.08
01:11.36,0.703812316715543,-0.28,9.76,12.08
01:11.50,0.733137829912023,0.67,9.76,12.5
01:11.63,0.708699902248289,-0.28,11.61,10.85
01:11.76,0.728250244379277,-0.28,11.15,12.5
01:11.89,0.718475073313783,-0.01,10.69,12.08
01:12.03,0.689149560117302,0.26,10.69,11.67
01:12.17,0.728250244379277,-0.01,10.69,12.08
01:12.30,0.703812316715543,-0.28,9.76,10.85
01:12.43,0.708699902248289,-0.28,7.91,11.67
01:12.56,0.713587487781036,-0.01,10.22,11.26
01:12.69,0.728250244379277,-0.15,9.3,12.08
01:12.83,0.713587487781036,0.01,10.69,12.5
01:12.96,0.747800586510264,-0.16,10.22,11.26
01:13.09,0.684261974584555,-0.01,10.22,14.96
01:13.22,0.659824046920821,-0.32,10.69,13.32
01:13.36,0.669599217986315,-0.28,10.22,12.08
01:13.49,0.684261974584555,-0.28,11.61,11.67
01:13.62,0.703812316715543,-0.01,9.3,12.5
01:13.76,0.659824046920821,-0.01,11.61,10.85
01:13.89,0.742913000977517,-0.13,10.69,11.67
01:14.02,0.713587487781036,0,11.15,12.5
01:14.16,0.689149560117302,0.13,9.3,11.67
01:14.30,0.718475073313783,0.53,11.61,11.26
01:14.43,0.698924731182796,0.26,11.15,11.67
01:14.57,0.698924731182796,-0.02,8.37,12.91
01:14.70,0.664711632453568,0.13,10.22,12.5
01:14.83,0.694037145650049,-0.14,9.3,12.5
01:14.97,0.689149560117302,-0.03,11.61,12.5
01:15.10,0.674486803519062,-0.28,9.76,10.85
01:15.23,0.689149560117302,0.35,9.76,11.26
01:15.36,0.669599217986315,0.39,10.22,12.5
01:15.51,0.713587487781036,0.52,9.3,12.91
01:15.63,0.679374389051808,-0.01,10.69,11.67
01:15.78,0.659824046920821,-0.03,9.76,11.26
01:15.91,0.713587487781036,0.12,9.3,13.32
01:16.05,0.728250244379277,-0.14,12.54,12.08
01:16.18,0.698924731182796,-0.15,11.61,12.08
01:16.32,0.708699902248289,-0.18,11.15,12.91
01:16.46,0.669599217986315,-0.28,10.69,13.32
01:16.59,0.728250244379277,-0.16,9.3,12.08
01:16.72,0.703812316715543,-0.01,10.22,12.91
01:16.86,0.679374389051808,-0.01,10.69,12.5
01:16.99,0.728250244379277,0.43,11.15,13.73
01:17.12,0.708699902248289,-0.06,10.69,12.91
01:17.25,0.689149560117302,0.25,11.61,12.5
01:17.38,0.669599217986315,-0.45,15.31,13.32
01:17.51,0.684261974584555,0.25,8.84,11.67
01:17.64,0.703812316715543,-0.28,11.15,12.08
01:17.78,0.72336265884653,0.11,11.61,12.08
01:17.91,0.698924731182796,-0.42,9.76,10.85
01:18.05,0.718475073313783,-0.28,9.3,12.91
01:18.18,0.674486803519062,0.64,13.46,16.2
01:18.32,0.664711632453568,0.64,12.07,11.67
01:18.45,0.72336265884653,0.81,11.61,12.08
01:18.60,0.679374389051808,0.68,11.15,12.08
01:18.73,0.703812316715543,0.13,10.69,12.08
01:18.86,0.73802541544477,0.67,13,12.5
01:18.99,0.703812316715543,0.67,11.61,11.67
01:19.13,0.713587487781036,0.5,12.07,12.5
01:19.26,0.694037145650049,0.54,12.07,12.91
01:19.39,0.679374389051808,0.1,10.69,11.67
01:19.53,0.718475073313783,0.53,12.07,12.5
01:19.66,0.694037145650049,0.14,10.69,12.5
01:19.78,0.713587487781036,0.4,9.76,11.67
01:19.92,0.674486803519062,0.54,10.22,12.08
01:20.05,0.72336265884653,0.4,11.15,12.5
01:20.19,0.669599217986315,0.4,9.76,12.5
01:20.32,0.733137829912023,0.13,9.76,14.14
01:20.46,0.708699902248289,0.4,11.15,11.67
01:20.59,0.713587487781036,-0.14,17.16,12.91
01:20.72,0.713587487781036,0.4,9.76,13.32
01:20.85,0.679374389051808,0.26,10.69,12.08
01:20.99,0.703812316715543,0.26,11.61,12.5
01:21.12,0.718475073313783,0,13,13.32
01:21.25,0.72336265884653,-0.02,10.69,12.5
01:21.39,0.713587487781036,0.54,10.69,13.32
01:21.52,0.703812316715543,0.5,10.69,12.5
01:21.66,0.718475073313783,0.53,11.61,12.91
01:21.79,0.698924731182796,0,13,12.08
01:21.93,0.698924731182796,0.53,10.69,11.67
01:22.06,0.669599217986315,0.83,12.07,12.5
01:22.20,0.684261974584555,0.67,16.23,12.91
01:22.34,0.694037145650049,0.64,12.07,13.32
01:22.47,0.728250244379277,0.68,9.76,12.91
01:22.60,0.689149560117302,0.4,11.61,12.91
01:22.73,0.669599217986315,0.54,11.61,12.5
01:22.86,0.718475073313783,0.26,11.15,12.91
01:22.99,0.669599217986315,1.1,10.69,12.5
01:23.12,0.689149560117302,0.64,10.69,13.32
01:23.25,0.698924731182796,0.68,12.07,12.91
01:23.38,0.718475073313783,0.64,13,13.73
01:23.52,0.684261974584555,0.82,12.54,13.32
01:23.66,0.718475073313783,0.4,10.69,16.61
01:23.79,0.674486803519062,0.26,10.69,12.91
01:23.94,0.674486803519062,0.4,10.22,11.67
01:24.08,0.708699902248289,0.7,11.15,13.32
01:24.21,0.679374389051808,0.53,12.07,13.32
01:24.34,0.689149560117302,0.36,10.69,11.26
01:24.47,0.689149560117302,0.96,10.69,10.85
01:24.60,0.703812316715543,-0.28,10.22,15.38
01:24.74,0.708699902248289,0.4,11.15,12.5
01:24.88,0.713587487781036,0.53,11.15,12.08
01:25.01,0.698924731182796,0.83,12.07,12.5
01:25.14,0.679374389051808,0.82,11.61,13.32
01:25.27,0.664711632453568,-0.4,12.07,12.91
01:25.41,0.698924731182796,0.53,10.69,12.5
01:25.54,0.664711632453568,0.37,15.77,13.73
01:25.67,0.669599217986315,0.54,11.61,12.91
01:25.80,0.713587487781036,0.54,12.07,12.91
01:25.93,0.718475073313783,0.69,13.46,13.73
01:26.06,0.689149560117302,0.26,11.61,13.32
01:26.19,0.674486803519062,0.53,11.61,13.73
01:26.33,0.659824046920821,0.65,10.69,11.67
