TIEMPO, PRESION, DISTANCIA, TEMPERATURA PLACA SUPERIOR, TEMPERATURA PLACA INFERIOR
00:07.32,0.698924731182796,-0.06,13.92,15.79
00:07.45,0.684261974584555,0.09,8.37,15.38
00:07.58,0.713587487781036,-0.19,11.61,14.96
00:07.70,0.728250244379277,-0.32,12.54,14.96
00:07.83,0.698924731182796,0.23,8.37,14.96
00:07.96,0.698924731182796,-0.06,10.22,15.38
00:08.08,0.728250244379277,-0.32,10.69,17.43
00:08.21,0.694037145650049,-0.03,10.69,14.96
00:08.34,0.713587487781036,-0.18,11.15,14.96
00:08.46,0.718475073313783,-0.05,9.76,14.96
00:08.60,0.689149560117302,0.36,12.54,15.38
00:08.72,0.718475073313783,-0.1,8.84,15.38
00:08.85,0.752688172043011,0.08,8.84,15.38
00:08.98,0.698924731182796,-0.06,10.22,14.96
00:09.11,0.698924731182796,-0.06,10.69,15.38
00:09.23,0.733137829912023,-0.06,9.76,16.2
00:09.36,0.713587487781036,0.36,11.15,14.96
00:09.49,0.713587487781036,0.23,7.91,15.38
00:09.62,0.728250244379277,0.08,9.3,16.61
00:09.74,0.698924731182796,0.45,9.3,14.14
00:09.87,0.73802541544477,1.05,8.84,15.38
00:10.00,0.703812316715543,1.05,8.37,14.55
00:10.12,0.694037145650049,0.49,8.37,14.96
00:10.25,0.728250244379277,1.19,6.53,14.14
00:10.38,0.679374389051808,0.62,10.22,14.14
00:10.51,0.713587487781036,0.51,9.76,14.55
00:10.63,0.703812316715543,0.73,7.91,14.14
00:10.76,0.684261974584555,0.58,8.37,14.96
00:10.88,0.72336265884653,0.51,7.91,14.96
00:11.01,0.689149560117302,0.51,8.84,13.73
00:11.14,0.708699902248289,0.63,15.77,13.73
00:11.27,0.728250244379277,0.06,7.91,14.55
00:11.40,0.708699902248289,0.06,9.3,14.96
00:11.52,0.689149560117302,0.49,8.37,14.96
00:11.65,0.728250244379277,0.37,9.76,14.14
00:11.78,0.689149560117302,0.49,7.91,14.14
00:11.90,0.713587487781036,0.36,8.37,14.96
00:12.03,0.718475073313783,0.22,7.45,14.14
00:12.16,0.679374389051808,0.49,8.84,13.73
00:12.29,0.728250244379277,-0.08,10.22,15.38
00:12.41,0.698924731182796,0.49,8.84,14.55
00:12.54,0.689149560117302,0.49,8.84,14.14
00:12.67,0.72336265884653,0.23,12.07,14.14
00:12.80,0.674486803519062,0.36,13,15.79
00:12.93,0.684261974584555,0.48,8.84,14.96
00:13.05,0.728250244379277,0.49,6.53,17.43
00:13.18,0.689149560117302,0.49,12.54,15.79
00:13.30,0.703812316715543,0.36,8.37,17.43
00:13.43,0.72336265884653,0.49,10.22,14.96
00:13.56,0.679374389051808,-0.06,10.22,14.14
00:13.69,0.72336265884653,0.48,6.99,15.38
00:13.81,0.708699902248289,0.45,9.76,16.61
00:13.94,0.684261974584555,0.36,9.3,14.55
00:14.07,0.73802541544477,0.36,8.84,15.79
00:14.20,0.689149560117302,0.62,10.69,14.55
00:14.32,0.713587487781036,0.5,7.91,14.14
00:14.45,0.733137829912023,0.62,7.45,14.55
00:14.58,0.698924731182796,0.63,9.76,14.14
00:14.70,0.728250244379277,0.5,8.37,14.55
00:14.83,0.698924731182796,0.33,7.91,14.96
00:14.96,0.694037145650049,0.37,9.76,14.55
00:15.08,0.728250244379277,0.63,9.76,14.55
00:15.21,0.689149560117302,0.63,9.3,13.73
00:15.34,0.718475073313783,0.63,8.84,14.96
00:15.46,0.703812316715543,0.62,9.3,14.55
00:15.59,0.679374389051808,0.63,8.84,14.14
00:15.72,0.728250244379277,0.49,6.99,15.38
00:15.84,0.689149560117302,0.49,9.76,14.55
00:15.97,0.708699902248289,-0.06,7.91,14.96
00:16.10,0.728250244379277,0.36,6.99,14.55
00:16.23,0.679374389051808,0.09,8.84,13.73
00:16.35,0.72336265884653,0.49,8.37,15.38
00:16.48,0.703812316715543,0.48,9.3,14.14
00:16.61,0.684261974584555,0.23,10.22,14.55
00:16.74,0.728250244379277,-0.2,9.3,14.14
00:16.86,0.728250244379277,0.45,8.84,15.79
00:16.99,0.674486803519062,-0.2,14.38,14.96
00:17.12,0.718475073313783,-0.06,10.22,14.96
00:17.25,0.694037145650049,-0.2,9.3,16.61
00:17.37,0.689149560117302,0.48,7.91,14.55
00:17.50,0.728250244379277,0.06,13.46,15.79
00:17.63,0.703812316715543,-0.06,10.22,14.55
00:17.76,0.674486803519062,-0.06,8.37,16.61
00:17.89,0.72336265884653,0.45,12.07,15.79
00:18.01,0.728250244379277,0.62,12.07,15.38
00:18.15,0.679374389051808,0.07,12.54,15.79
00:18.27,0.684261974584555,0.36,12.07,14.96
00:18.40,0.72336265884653,-0.06,8.37,14.96
00:18.53,0.689149560117302,0.49,9.76,14.96
00:18.66,0.703812316715543,0.36,12.54,14.96
00:18.79,0.728250244379277,0.35,9.3,17.02
00:18.91,0.703812316715543,0.45,8.84,14.96
00:19.04,0.684261974584555,0.49,13.46,15.79
00:19.17,0.728250244379277,-0.06,6.53,15.38
00:19.30,0.728250244379277,0.35,14.38,14.96
00:19.43,0.689149560117302,0.06,13.46,14.96
00:19.56,0.679374389051808,0.49,9.3,14.14
00:19.68,0.72336265884653,0.22,9.76,15.79
00:19.81,0.684261974584555,-0.05,13.92,14.14
00:19.94,0.684261974584555,0.08,10.69,14.55
00:20.07,0.72336265884653,-0.05,7.91,16.61
00:20.20,0.694037145650049,-0.06,13.46,16.61
00:20.33,0.684261974584555,0.22,12.54,15.38
00:20.46,0.684261974584555,0.08,9.76,14.96
00:20.58,0.728250244379277,0.06,13.46,15.79
00:20.71,0.689149560117302,0.08,13.92,17.43
00:20.84,0.698924731182796,-0.05,10.22,14.96
00:20.97,0.728250244379277,0.09,7.91,14.96
00:21.10,0.703812316715543,0.22,12.54,15.38
00:21.23,0.684261974584555,0.35,13,14.55
00:21.35,0.72336265884653,-0.06,13,14.96
00:21.49,0.72336265884653,0.06,13.46,14.96
00:21.61,0.694037145650049,-0.06,9.3,15.38
00:21.74,0.684261974584555,0.36,13,14.55
00:21.87,0.728250244379277,0.45,6.53,15.79
00:22.00,0.684261974584555,0.45,12.54,14.96
00:22.12,0.684261974584555,0.35,9.76,13.73
00:22.26,0.728250244379277,0.62,11.61,14.96
00:22.38,0.728250244379277,0.36,9.3,14.55
00:22.51,0.684261974584555,0.06,11.61,14.55
00:22.64,0.713587487781036,0.36,11.61,14.96
00:22.77,0.733137829912023,0.36,8.37,15.38
00:22.89,0.698924731182796,0.6,11.61,14.55
00:23.02,0.694037145650049,-0.06,9.3,16.61
00:23.15,0.72336265884653,0.62,9.76,14.55
00:23.28,0.679374389051808,0.76,13,14.96
00:23.41,0.689149560117302,-0.05,8.37,14.96
00:23.54,0.728250244379277,0.9,13.92,14.55
00:23.66,0.72336265884653,0.06,14.38,14.96
00:23.79,0.679374389051808,0.5,8.37,14.96
00:23.93,0.72336265884653,0.73,11.61,14.55
00:24.05,0.733137829912023,0.47,8.84,17.85
00:24.18,0.689149560117302,0.37,10.69,15.38
00:24.31,0.689149560117302,0.62,12.54,14.14
00:24.43,0.72336265884653,0.36,6.06,15.79
00:24.57,0.703812316715543,0.49,12.54,15.79
00:24.69,0.689149560117302,0.06,10.69,14.55
00:24.82,0.713587487781036,0.37,12.07,17.43
00:24.95,0.733137829912023,-0.06,11.61,14.14
00:25.08,0.694037145650049,0.46,12.07,14.55
00:25.20,0.694037145650049,0.49,9.76,14.14
00:25.34,0.72336265884653,-0.2,13,15.38
00:25.47,0.694037145650049,0.37,11.61,15.79
00:25.59,0.674486803519062,0.36,7.91,14.96
00:25.72,0.72336265884653,0.49,9.76,15.38
00:25.85,0.684261974584555,0.46,12.54,15.79
00:25.97,0.679374389051808,0.45,9.76,14.14
00:26.10,0.72336265884653,0.36,8.84,15.38
00:26.23,0.698924731182796,0.49,7.91,14.96
00:26.35,0.684261974584555,0.49,9.3,14.96
00:26.48,0.728250244379277,0.49,9.3,15.38
00:26.61,0.689149560117302,0.49,10.22,14.14
00:26.74,0.713587487781036,-0.08,10.22,14.96
00:26.87,0.733137829912023,0.36,6.06,14.96
00:26.99,0.698924731182796,0.48,8.84,14.96
00:27.12,0.694037145650049,0.45,9.76,14.55
00:27.25,0.733137829912023,0.63,9.3,14.96
00:27.38,0.698924731182796,0.49,7.91,13.32
00:27.50,0.718475073313783,0.36,7.91,14.14
00:27.63,0.728250244379277,0.48,9.3,14.96
00:27.76,0.703812316715543,0.06,7.91,14.96
00:27.88,0.733137829912023,0.37,6.06,14.96
00:28.01,0.694037145650049,0.19,7.91,14.14
00:28.14,0.713587487781036,0.36,8.37,14.55
00:28.26,0.728250244379277,0.49,9.3,14.96
00:28.39,0.679374389051808,0.36,9.76,13.32
00:28.52,0.72336265884653,0.49,8.84,14.96
00:28.64,0.703812316715543,0.37,6.99,14.55
00:28.77,0.689149560117302,0.06,7.91,14.55
00:28.90,0.733137829912023,0.49,7.91,14.96
00:29.03,0.679374389051808,0.36,10.69,14.55
00:29.15,0.708699902248289,0.45,9.3,14.55
00:29.28,0.718475073313783,0.49,9.76,14.96
00:29.41,0.679374389051808,0.49,9.3,13.73
00:29.53,0.728250244379277,0.49,6.99,15.38
00:29.66,0.698924731182796,0.37,7.91,14.96
00:29.79,0.684261974584555,0.49,9.3,13.73
00:29.92,0.713587487781036,0.49,11.15,14.55
00:30.04,0.708699902248289,0.45,11.61,14.55
00:30.17,0.679374389051808,0.33,7.91,14.55
00:30.30,0.72336265884653,0.45,11.61,14.55
00:30.43,0.689149560117302,0.49,12.07,15.38
00:30.55,0.703812316715543,0.23,7.91,14.55
00:30.68,0.72336265884653,0.63,13,15.38
00:30.81,0.689149560117302,0.06,12.54,14.55
00:30.94,0.674486803519062,0.49,12.07,15.38
00:31.07,0.72336265884653,0.46,12.54,14.96
00:31.20,0.72336265884653,0.49,13.46,15.38
00:31.32,0.679374389051808,0.36,12.54,14.96
00:31.45,0.718475073313783,0.49,8.84,14.96
00:31.58,0.698924731182796,0.49,8.84,14.96
00:31.70,0.684261974584555,0.49,11.61,15.79
00:31.83,0.728250244379277,0.06,6.53,14.55
00:31.96,0.689149560117302,0.49,8.84,14.55
00:32.08,0.728250244379277,0.37,7.91,14.14
00:32.21,0.72336265884653,0.45,10.69,13.73
00:32.34,0.679374389051808,0.36,6.99,13.73
00:32.46,0.728250244379277,0.36,7.45,14.14
00:32.59,0.713587487781036,0.23,9.3,14.55
00:32.72,0.694037145650049,0.35,9.3,14.96
00:32.85,0.728250244379277,0.23,7.45,14.96
00:32.97,0.684261974584555,0.35,10.22,13.73
00:33.10,0.713587487781036,0.35,11.15,13.32
00:33.23,0.733137829912023,0.31,8.84,15.38
00:33.36,0.694037145650049,-0.2,8.84,14.14
00:33.48,0.694037145650049,0.35,8.37,14.96
00:33.61,0.728250244379277,-0.2,9.3,14.96
00:33.74,0.684261974584555,-0.2,7.91,14.55
00:33.87,0.679374389051808,-0.07,9.3,14.55
00:34.00,0.72336265884653,0.09,7.91,14.96
00:34.13,0.689149560117302,-0.2,9.3,14.96
00:34.26,0.679374389051808,0.31,7.45,14.14
00:34.39,0.684261974584555,-0.23,8.84,14.14
00:34.52,0.72336265884653,0.22,7.91,15.38
00:34.64,0.689149560117302,0.22,7.91,14.96
00:34.77,0.698924731182796,-0.06,10.22,13.73
00:34.90,0.72336265884653,0.08,8.84,15.38
00:35.03,0.698924731182796,0.22,9.76,14.55
00:35.15,0.684261974584555,-0.06,9.76,14.96
00:35.28,0.72336265884653,0.47,6.99,16.2
00:35.41,0.684261974584555,0.21,15.77,14.96
00:35.54,0.674486803519062,-0.06,8.37,13.32
00:35.67,0.72336265884653,0.07,6.99,15.38
00:35.79,0.698924731182796,-0.19,9.76,14.96
00:35.92,0.684261974584555,-0.05,9.3,14.14
00:36.05,0.72336265884653,-0.05,6.99,14.96
00:36.18,0.718475073313783,-0.07,8.37,14.14
00:36.30,0.679374389051808,0.07,9.3,13.73
00:36.43,0.72336265884653,0.18,7.45,14.96
00:36.56,0.703812316715543,0.07,9.76,14.96
00:36.69,0.689149560117302,0.76,9.76,14.14
00:36.82,0.713587487781036,0.75,6.99,14.96
00:36.94,0.718475073313783,0.06,8.84,15.38
00:37.07,0.679374389051808,0.34,7.91,14.14
00:37.20,0.728250244379277,-0.06,6.06,14.96
00:37.32,0.698924731182796,-0.06,9.3,14.55
00:37.45,0.689149560117302,-0.06,10.69,14.55
00:37.58,0.72336265884653,-0.06,9.3,15.38
00:37.70,0.679374389051808,0.21,9.3,14.55
00:37.83,0.708699902248289,0.06,13.92,14.96
00:37.96,0.718475073313783,0.06,7.91,14.55
00:38.08,0.674486803519062,0.34,8.84,13.73
00:38.21,0.72336265884653,0.07,9.76,15.38
00:38.34,0.698924731182796,0.18,15.77,15.38
00:38.47,0.684261974584555,-0.07,11.15,14.55
00:38.60,0.689149560117302,0.21,9.3,14.55
00:38.73,0.728250244379277,0.21,8.37,16.61
00:38.86,0.703812316715543,0.07,8.84,14.96
00:38.99,0.694037145650049,0.06,12.07,14.14
00:39.12,0.72336265884653,0.33,6.99,15.38
00:39.24,0.733137829912023,0.19,7.91,15.38
00:39.37,0.694037145650049,0.3,12.07,14.55
00:39.50,0.689149560117302,0.34,9.3,15.79
00:39.63,0.728250244379277,0.33,8.37,14.55
00:39.75,0.684261974584555,-0.06,8.84,13.73
00:39.88,0.718475073313783,0.34,8.84,14.96
00:40.01,0.733137829912023,0.33,14.38,14.55
00:40.14,0.733137829912023,-0.07,9.76,14.96
00:40.27,0.684261974584555,0.19,9.3,15.38
00:40.41,0.679374389051808,0.3,9.3,14.14
00:40.54,0.684261974584555,0.33,9.76,13.73
00:40.66,0.718475073313783,0.33,6.99,14.96
00:40.79,0.703812316715543,0.47,6.99,14.96
00:40.91,0.679374389051808,0.33,9.76,15.38
00:41.04,0.72336265884653,-0.06,6.99,15.38
00:41.18,0.689149560117302,0.32,10.22,14.96
00:41.30,0.684261974584555,0.3,10.69,14.14
00:41.43,0.718475073313783,0.43,8.37,14.55
00:41.55,0.703812316715543,-0.33,7.45,14.55
00:41.68,0.684261974584555,0.33,12.54,14.55
00:41.81,0.72336265884653,0.34,8.84,14.14
00:41.94,0.72336265884653,0.47,7.45,14.55
00:42.07,0.679374389051808,0.06,11.61,14.14
00:42.19,0.713587487781036,0.07,7.45,17.02
00:42.32,0.698924731182796,-0.06,8.37,15.38
00:42.45,0.684261974584555,-0.1,13,14.96
00:42.58,0.703812316715543,0.35,8.84,14.96
00:42.71,0.713587487781036,-0.19,12.54,15.38
00:42.84,0.689149560117302,0.21,9.3,14.55
00:42.96,0.684261974584555,0.07,9.3,14.55
00:43.10,0.72336265884653,-0.37,8.84,17.85
00:43.22,0.679374389051808,0.2,6.99,15.38
00:43.35,0.684261974584555,0.07,8.84,14.14
00:43.48,0.72336265884653,0.16,13,15.79
00:43.62,0.733137829912023,0.21,9.3,14.14
00:43.74,0.728250244379277,0.2,13.92,15.38
00:43.87,0.694037145650049,-0.2,12.54,15.38
00:43.99,0.684261974584555,0.34,12.07,14.96
00:44.12,0.72336265884653,-0.2,12.07,14.96
00:44.25,0.679374389051808,0.19,7.91,16.61
00:44.39,0.713587487781036,0.2,8.84,14.96
00:44.51,0.708699902248289,0.3,8.84,13.73
00:44.64,0.713587487781036,-0.2,7.45,14.55
00:44.77,0.708699902248289,0.33,7.45,14.96
00:44.90,0.679374389051808,-0.21,12.07,14.14
00:45.03,0.72336265884653,0.33,6.99,14.55
00:45.15,0.733137829912023,0.06,10.69,14.55
00:45.28,0.684261974584555,0.34,10.69,14.14
00:45.41,0.718475073313783,0.34,6.06,14.14
00:45.54,0.708699902248289,-0.11,6.99,15.38
00:45.67,0.689149560117302,0.34,10.22,14.96
00:45.80,0.703812316715543,0.34,8.37,14.96
00:45.93,0.684261974584555,-0.1,8.37,14.14
00:46.06,0.728250244379277,-0.08,6.99,14.96
00:46.18,0.689149560117302,0.18,8.84,13.73
00:46.31,0.708699902248289,0.05,8.84,14.96
00:46.44,0.72336265884653,-0.35,9.76,14.96
00:46.57,0.689149560117302,0.3,9.76,15.79
00:46.70,0.689149560117302,0.33,7.91,14.14
00:46.83,0.708699902248289,-0.07,7.45,14.55
00:46.95,0.72336265884653,0.47,11.15,14.96
00:47.08,0.679374389051808,0.09,12.54,13.73
00:47.21,0.72336265884653,0.47,8.84,14.96
00:47.34,0.733137829912023,0.47,6.99,15.79
00:47.46,0.684261974584555,0.99,9.3,14.96
00:47.59,0.708699902248289,0.34,11.15,14.14
00:47.72,0.713587487781036,0.07,6.53,14.96
00:47.85,0.694037145650049,0.07,9.3,15.38
00:47.98,0.689149560117302,1.17,10.22,14.96
00:48.11,0.728250244379277,1.03,7.45,14.55
00:48.23,0.713587487781036,0.08,6.99,14.55
00:48.36,0.679374389051808,-0.06,11.15,13.73
00:48.49,0.72336265884653,0.07,9.3,14.96
00:48.62,0.73802541544477,0.62,11.15,14.55
00:48.74,0.684261974584555,0.89,8.84,14.55
00:48.87,0.718475073313783,0.77,9.76,14.55
00:49.00,0.708699902248289,0.64,7.45,14.14
00:49.13,0.679374389051808,0.9,9.3,14.96
00:49.26,0.713587487781036,0.63,7.91,14.55
00:49.39,0.728250244379277,0.22,8.84,14.55
00:49.51,0.703812316715543,0.35,7.91,14.96
00:49.64,0.684261974584555,-0.06,7.91,14.55
00:49.77,0.728250244379277,0.49,8.37,15.38
00:49.90,0.684261974584555,0.48,8.37,15.38
00:50.03,0.674486803519062,-0.2,13,14.96
00:50.16,0.718475073313783,0.06,7.91,15.38
00:50.29,0.733137829912023,0.62,15.31,14.14
00:50.42,0.733137829912023,0.5,8.84,14.14
00:50.55,0.742913000977517,-0.06,9.3,15.38
00:50.68,0.689149560117302,0.48,7.45,13.73
00:50.81,0.713587487781036,0.36,9.76,14.96
00:50.94,0.728250244379277,0.49,10.22,12.08
00:51.08,0.733137829912023,-0.06,10.69,10.85
00:51.20,0.72336265884653,0.07,9.3,13.32
00:51.34,0.698924731182796,0.36,8.84,11.67
00:51.47,0.679374389051808,0.36,14.85,11.26
00:51.60,0.694037145650049,0.58,9.3,11.67
00:51.73,0.674486803519062,0.64,11.15,12.08
00:51.86,0.689149560117302,0.9,9.3,10.44
00:51.99,0.698924731182796,0.77,16.23,15.38
00:52.12,0.713587487781036,1.03,11.15,12.08
00:52.24,0.674486803519062,1.31,10.69,14.96
00:52.37,0.694037145650049,0.62,11.15,12.5
00:52.50,0.718475073313783,1.13,9.76,12.08
00:52.64,0.684261974584555,0.87,10.22,13.32
00:52.77,0.698924731182796,1.31,12.54,16.61
00:52.91,0.674486803519062,0.47,15.77,11.26
00:53.03,0.718475073313783,0.33,9.76,11.67
00:53.16,0.674486803519062,0.35,12.07,11.67
00:53.29,0.684261974584555,-0.37,10.69,11.67
00:53.42,0.698924731182796,0.21,10.69,12.91
00:53.55,0.694037145650049,0.21,8.37,11.67
00:53.68,0.669599217986315,0.18,9.3,12.5
00:53.81,0.659824046920821,0.04,9.3,11.67
00:53.94,0.698924731182796,0.21,10.22,10.85
00:54.08,0.718475073313783,-0.19,14.38,12.5
00:54.21,0.72336265884653,0.21,10.22,12.08
00:54.34,0.713587487781036,0.06,11.61,12.91
00:54.48,0.684261974584555,-0.06,10.22,12.5
00:54.61,0.703812316715543,0.22,10.22,12.5
00:54.74,0.72336265884653,0.21,10.69,12.08
00:54.87,0.713587487781036,0.07,15.77,13.32
00:55.00,0.698924731182796,0.07,9.3,11.26
00:55.13,0.674486803519062,0.08,12.07,11.67
00:55.26,0.654936461388074,0.07,10.22,12.08
00:55.38,0.698924731182796,0.22,10.22,11.67
00:55.52,0.684261974584555,0.35,8.37,12.5
00:55.65,0.674486803519062,-0.06,9.76,12.08
00:55.78,0.659824046920821,-0.06,10.22,12.5
00:55.91,0.689149560117302,0.35,11.15,13.32
00:56.04,0.659824046920821,0.07,10.22,12.5
00:56.17,0.698924731182796,0.08,9.76,12.08
00:56.30,0.679374389051808,0.07,10.69,12.08
00:56.43,0.664711632453568,0.19,8.84,12.08
00:56.56,0.689149560117302,-0.33,9.76,10.85
00:56.69,0.718475073313783,-0.06,11.61,12.08
00:56.82,0.718475073313783,-0.2,9.3,12.08
00:56.95,0.698924731182796,0.33,10.69,10.85
00:57.08,0.713587487781036,0.34,10.22,13.32
00:57.21,0.659824046920821,-0.07,10.22,13.32
00:57.34,0.664711632453568,0.47,11.61,16.2
00:57.47,0.684261974584555,0.47,10.69,13.32
00:57.60,0.703812316715543,0.05,11.15,12.5
00:57.73,0.689149560117302,0.3,12.54,10.85
00:57.86,0.650048875855327,0.03,8.37,10.85
00:57.99,0.654936461388074,-0.21,13.92,12.5
00:58.12,0.689149560117302,0.47,8.84,12.5
00:58.25,0.684261974584555,0.34,9.3,12.08
00:58.37,0.674486803519062,0.34,11.61,11.26
00:58.50,0.684261974584555,-0.36,9.3,10.85
00:58.64,0.698924731182796,0.34,10.69,12.08
00:58.77,0.72336265884653,0.34,11.15,11.67
00:58.89,0.703812316715543,0.34,9.76,11.67
00:59.02,0.650048875855327,0.2,11.15,12.08
00:59.16,0.698924731182796,0.22,11.61,10.85
00:59.29,0.689149560117302,0.07,10.69,12.5
00:59.41,0.694037145650049,0.21,9.3,11.26
00:59.55,0.654936461388074,0.06,10.22,10.85
00:59.68,0.664711632453568,-0.07,11.15,12.5
00:59.82,0.698924731182796,-0.06,9.3,12.5
00:59.94,0.703812316715543,0.17,10.69,12.08
01:00.07,0.664711632453568,0.2,10.22,13.32
01:00.20,0.733137829912023,0.2,11.61,14.14
01:00.34,0.708699902248289,0.22,15.31,15.79
01:00.47,0.713587487781036,-0.35,10.69,12.91
01:00.60,0.703812316715543,-0.07,9.76,11.67
01:00.73,0.694037145650049,-0.2,9.76,11.67
01:00.87,0.708699902248289,0.34,9.3,11.67
01:01.00,0.72336265884653,0.2,10.69,12.5
01:01.13,0.708699902248289,0.2,9.3,12.08
01:01.26,0.664711632453568,0.19,9.76,12.08
01:01.39,0.669599217986315,0.07,10.69,13.32
01:01.52,0.708699902248289,0.2,9.3,11.67
01:01.65,0.708699902248289,0.34,8.84,13.73
01:01.78,0.698924731182796,0.34,10.69,12.08
01:01.91,0.708699902248289,0.04,12.07,13.73
01:02.04,0.684261974584555,0.21,12.07,13.32
01:02.17,0.703812316715543,0.35,10.22,12.91
01:02.30,0.713587487781036,0.35,15.77,15.38
01:02.43,0.698924731182796,0.21,11.61,16.2
01:02.56,0.694037145650049,-0.08,12.54,11.26
01:02.69,0.679374389051808,-0.2,12.54,12.91
01:02.82,0.679374389051808,-0.06,17.16,13.32
01:02.95,0.684261974584555,-0.07,13,13.32
01:03.09,0.694037145650049,0.22,12.07,13.32
01:03.22,0.708699902248289,0.08,10.22,12.91
01:03.35,0.703812316715543,0.35,8.84,12.5
01:03.48,0.689149560117302,0.35,14.85,11.67
01:03.60,0.674486803519062,0.35,10.69,10.85
01:03.74,0.684261974584555,0.21,15.77,12.5
01:03.87,0.698924731182796,0.2,12.07,10.85
01:04.01,0.698924731182796,0.44,13,12.5
01:04.13,0.703812316715543,0.53,9.3,12.5
01:04.26,0.689149560117302,0.11,9.76,11.67
01:04.39,0.674486803519062,0.38,9.76,12.91
01:04.53,0.664711632453568,0.39,10.22,14.96
01:04.66,0.674486803519062,0.24,10.22,14.14
01:04.79,0.684261974584555,0.25,10.22,15.79
01:04.92,0.679374389051808,0.48,12.07,16.2
01:05.05,0.698924731182796,0.52,10.22,17.02
01:05.17,0.698924731182796,0.52,9.76,12.5
01:05.31,0.659824046920821,0.52,10.69,13.32
01:05.44,0.664711632453568,0.24,10.69,14.14
01:05.57,0.659824046920821,0.38,10.22,12.08
01:05.70,0.674486803519062,0.52,11.15,12.08
01:05.82,0.708699902248289,0.24,10.22,10.85
01:05.95,0.664711632453568,0.62,13,12.91
01:06.09,0.659824046920821,0.21,9.76,11.26
01:06.22,0.674486803519062,0.52,10.69,10.85
01:06.35,0.698924731182796,-0.03,12.54,12.08
01:06.48,0.694037145650049,0.52,11.15,10.85
01:06.62,0.708699902248289,-0.03,9.3,12.5
01:06.75,0.752688172043011,0.13,10.22,16.61
01:06.88,0.72336265884653,-0.03,8.37,10.44
01:07.02,0.733137829912023,0.62,10.69,12.08
01:07.14,0.713587487781036,0.11,13.92,13.32
01:07.28,0.689149560117302,-0.28,11.15,12.08
01:07.41,0.703812316715543,-0.01,16.23,13.32
01:07.54,0.689149560117302,0.24,9.76,13.32
01:07.67,0.674486803519062,-0.03,11.15,13.32
01:07.80,0.659824046920821,0.24,15.31,12.5
01:07.95,0.689149560117302,0.25,11.15,12.5
01:08.07,0.728250244379277,0.21,11.61,12.5
01:08.20,0.669599217986315,0.11,10.69,10.85
