TIEMPO, PRESION, DISTANCIA, TEMPERATURA PLACA SUPERIOR, TEMPERATURA PLACA INFERIOR
00:00.77,1.90127077223851,-15.5,388,364
00:02.27,-0.0757575757575758,380,-15.5,388
00:03.75,1.78396871945259,-15.5,376,-15.5
00:04.54,1.88660801564027,359,-15.5,373
00:05.94,-0.0757575757575758,389,364,-15.5
00:06.72,1.73998044965787,345,-15.5,374
00:08.12,-0.0757575757575758,387,363,-15.5
00:08.91,1.74486803519062,345,-15.5,375
