TIEMPO, PRESION, DISTANCIA, TEMPERATURA PLACA SUPERIOR, TEMPERATURA PLACA INFERIOR
00:00.05,1.20234604105572,-0.48,27.79
00:00.11,0.933528836754643,-0.19,27.79
00:00.17,0.801564027370479,-0.35,27.79
00:00.23,0.786901270772238,-0.49,28.71
00:00.28,0.757575757575758,-0.49,26.87
00:00.34,0.757575757575758,-0.21,27.33
00:00.40,0.757575757575758,-0.38,26.87
00:00.45,0.733137829912023,-0.22,28.25
00:00.51,0.752688172043011,-0.21,27.33
00:00.56,0.72336265884653,-0.21,27.79
00:00.62,0.718475073313783,-0.21,27.79
00:00.67,0.73802541544477,-0.21,25.48
00:00.72,0.752688172043011,-0.35,27.33
00:00.78,0.72336265884653,-0.49,27.33
00:00.83,0.703812316715543,-0.35,28.71
00:00.88,0.708699902248289,-0.35,28.25
00:00.94,0.72336265884653,-0.21,27.33
00:00.99,0.742913000977517,-0.35,27.79
00:01.04,0.72336265884653,-0.59,28.25